Subject,varimax_satisf,varimax_cog,varimax_er
100206,2.51710941510377,1.77689191289341,-1.62474648780576
100307,0.45008563855107,0.60926042467082,1.12290210131233
100408,-0.449042638458397,2.01560889967627,-0.595095167075193
100610,-1.00539666730959,5.14952895626981,2.33538137649218
101006,0.349093706030656,-2.77616431521864,-1.48245524417089
101107,-0.513881887396238,0.123279721590743,-1.18136392043097
101309,-3.21259236310925,-1.14593188607277,-0.241324053503405
101410,-1.05288941173416,-0.0181330736797927,0.263648395719722
101915,-3.4936364992638,1.1045519698179,0.518715603962532
102008,-2.05122264075059,1.9681181444968,-0.90994224957021
102109,-2.06973391283231,0.537008559157377,-0.143587228734635
102311,0.179199623003878,-0.443588003673487,-0.0994246777684793
102513,1.38585565329913,1.64256289636587,-4.33906388437904
102614,-3.95032721892731,3.12035180207483,1.46582677120854
102715,-5.34817604283296,3.04805135639159,1.17012773767225
102816,-0.781684942240605,0.00103853003968364,0.5726700059132
103111,-1.65025774322701,1.49770661000161,-0.854032729958835
103212,0.654979129881872,1.9344892262595,0.650700009936876
103414,-1.22762862831292,0.161643864444855,0.312751012831363
103515,6.52415855792278,-7.20141738229591,-0.155052969645043
103818,2.37834648185715,0.527906358566058,0.650295011283283
104012,-0.893418755415629,-2.28807398899361,0.393419150421891
104416,-4.7504550719606,3.56519660894711,1.0268516935085
104820,-1.30522432146617,-1.72411689087789,0.387095533092506
105014,-2.01816038864127,1.9240787768255,-0.214048509955512
105115,2.54514013038175,2.07897692131721,1.293364746172
105216,2.99487326439716,4.96961326130541,3.02030481354476
105620,0.406408566214623,3.84883315700447,2.40306735714181
105923,-0.302796523982344,2.64125197637177,0.0605794371255755
106016,-0.00341830144092125,1.72517681265091,0.331794231404033
106319,3.8055381343766,4.4070873608424,0.766887468274746
106521,-0.959786942566224,5.29870863683726,1.91552241547095
106824,-0.377979822316351,3.48523594568924,1.99706232852066
107018,-1.26799595832132,1.1047044388943,-0.0158481360890986
107220,0.678474578522087,1.9928790262085,0.0217728255488451
107321,0.691742228209115,4.43402035316186,1.77885383721474
107422,-0.751272228625114,3.68459981176336,1.83805052811483
107725,0.811012883419767,-3.34088868542374,-0.262924798155189
108020,-0.87825351811424,1.37568831432805,-0.12508768927909
108121,0.730525965815273,0.440481200964987,-0.0439420172165609
108222,0.114102277691008,4.86798630400476,1.22852570766073
108323,-0.0892451360602937,0.564706397363912,0.455630387783135
108525,-2.46947488476586,-3.15027648666481,-2.02994776808868
108828,6.18439431590313,-0.418070882996829,-0.126332050685883
